,expected,response,precision,rt,trial,tache,participant,ordre
1390,same,same,1.0,614.4280000589788,15.0,0.0,9,213
1391,different,different,1.0,669.2845001816751,16.0,0.0,9,213
1392,same,same,1.0,556.1258599627763,1.0,1.0,6,321
1393,different,different,1.0,464.9163659778424,2.0,1.0,6,321
1394,same,same,1.0,498.4987159841694,3.0,1.0,6,321
1395,same,same,1.0,414.1428489820101,4.0,1.0,6,321
1396,different,different,1.0,472.2444859798998,5.0,1.0,6,321
1397,same,same,1.0,378.9317680057138,6.0,1.0,6,321
1398,same,same,1.0,402.3459360469133,7.0,1.0,6,321
1399,different,different,1.0,371.8171460204758,8.0,1.0,6,321
1400,same,same,1.0,515.6134819844738,9.0,1.0,6,321
1401,different,different,1.0,490.2689890004695,10.0,1.0,6,321
1402,same,same,1.0,444.3451900151558,11.0,1.0,6,321
1403,same,same,1.0,505.40589401498437,12.0,1.0,6,321
1404,different,different,1.0,527.9850640217774,13.0,1.0,6,321
1405,different,different,1.0,426.6396129969508,14.0,1.0,6,321
1406,same,same,1.0,458.4865109645762,15.0,1.0,6,321
1407,same,same,1.0,938.0012309993616,16.0,1.0,6,321
1408,different,different,1.0,454.7908439999446,17.0,1.0,6,321
1409,same,same,1.0,498.0430699652061,18.0,1.0,6,321
1410,same,same,1.0,452.8450839570724,19.0,1.0,6,321
1411,different,different,1.0,396.7242119833827,20.0,1.0,6,321
1412,different,different,1.0,541.0701279761271,21.0,1.0,6,321
1413,same,same,1.0,417.3361429711804,22.0,1.0,6,321
1414,different,different,1.0,470.2777700149454,23.0,1.0,6,321
1415,different,different,1.0,490.3990810271353,24.0,1.0,6,321
1416,same,same,1.0,442.5591420149431,25.0,1.0,6,321
1417,same,same,1.0,464.4385610008612,26.0,1.0,6,321
1418,different,different,1.0,416.6910580242984,27.0,1.0,6,321
1419,same,same,1.0,492.8612789954059,28.0,1.0,6,321
1420,same,same,1.0,448.3375570271164,29.0,1.0,6,321
1421,different,different,1.0,465.5236200196669,30.0,1.0,6,321
1422,same,same,1.0,450.3022679709829,31.0,1.0,6,321
1423,same,same,1.0,400.0376589829102,32.0,1.0,6,321
1424,different,different,1.0,435.3538459981792,33.0,1.0,6,321
1425,different,different,1.0,464.9614420486614,34.0,1.0,6,321
1426,different,different,1.0,575.907779042609,35.0,1.0,6,321
1427,same,same,1.0,415.7498760032468,36.0,1.0,6,321
1428,different,same,0.0,557.3699160013348,37.0,1.0,6,321
1429,same,same,1.0,537.9966789623722,38.0,1.0,6,321
1430,different,different,1.0,458.7423140183091,39.0,1.0,6,321
1431,different,different,1.0,439.2952930065803,40.0,1.0,6,321
1432,same,same,1.0,448.9415969583206,41.0,1.0,6,321
1433,same,same,1.0,493.6452489928342,42.0,1.0,6,321
1434,same,same,1.0,437.1804600232281,43.0,1.0,6,321
1435,same,same,1.0,450.0790419988334,44.0,1.0,6,321
1436,different,different,1.0,491.2039279588498,45.0,1.0,6,321
1437,same,same,1.0,413.2221849868074,46.0,1.0,6,321
1438,same,same,1.0,513.6584779829718,47.0,1.0,6,321
1439,different,different,1.0,425.3992679878138,48.0,1.0,6,321
1440,different,different,1.0,711.8626570445485,49.0,1.0,6,321
1441,different,different,1.0,494.0536550129764,50.0,1.0,6,321
1442,different,different,1.0,561.5275159943849,51.0,1.0,6,321
1443,same,same,1.0,476.8754609976895,52.0,1.0,6,321
1444,same,same,1.0,473.2463079853914,53.0,1.0,6,321
1445,different,different,1.0,442.4812000361271,54.0,1.0,6,321
1446,different,different,1.0,407.61694603133947,55.0,1.0,6,321
1447,same,same,1.0,521.5119639760815,56.0,1.0,6,321
1448,different,different,1.0,402.3789879865944,57.0,1.0,6,321
1449,different,different,1.0,392.57446298142895,58.0,1.0,6,321
1450,different,different,1.0,397.5244709872641,59.0,1.0,6,321
1451,same,same,1.0,474.1912489989773,60.0,1.0,6,321
1452,different,different,1.0,372.6389370276593,61.0,1.0,6,321
1453,same,same,1.0,505.91128499945626,62.0,1.0,6,321
1454,same,same,1.0,452.6052350411192,63.0,1.0,6,321
1455,different,different,1.0,437.4254269641824,64.0,1.0,6,321
1456,different,different,1.0,388.3148499880917,65.0,1.0,6,321
1457,same,same,1.0,432.0531410048716,66.0,1.0,6,321
1458,same,same,1.0,516.3882469641976,67.0,1.0,6,321
1459,same,same,1.0,474.3826210033149,68.0,1.0,6,321
1460,different,different,1.0,430.07240002043545,69.0,1.0,6,321
1461,same,same,1.0,448.4469779999927,70.0,1.0,6,321
1462,different,different,1.0,451.9190579885617,71.0,1.0,6,321
1463,same,same,1.0,455.3022710024379,72.0,1.0,6,321
1464,different,different,1.0,426.6997969825752,73.0,1.0,6,321
1465,same,same,1.0,454.1943389922381,74.0,1.0,6,321
1466,different,different,1.0,457.232144952286,75.0,1.0,6,321
1467,different,different,1.0,430.3444519755431,76.0,1.0,6,321
1468,same,same,1.0,543.3155710343271,77.0,1.0,6,321
1469,different,different,1.0,455.2922709845007,78.0,1.0,6,321
1470,same,same,1.0,361.1928760074079,79.0,1.0,6,321
1471,different,different,1.0,392.38706399919465,80.0,1.0,6,321
1472,same,same,1.0,446.59117603441706,81.0,1.0,6,321
1473,different,different,1.0,384.0473549789749,82.0,1.0,6,321
1474,same,different,0.0,383.2732320297509,83.0,1.0,6,321
1475,same,same,1.0,443.83421598467976,84.0,1.0,6,321
1476,same,same,1.0,497.723548032809,85.0,1.0,6,321
1477,same,same,1.0,593.2877880404703,86.0,1.0,6,321
1478,different,different,1.0,710.0874609895982,87.0,1.0,6,321
1479,different,different,1.0,440.9088789834641,88.0,1.0,6,321
1480,same,same,1.0,466.1786429933272,89.0,1.0,6,321
1481,different,different,1.0,437.4835519702174,90.0,1.0,6,321
1482,same,same,1.0,425.2661310019903,91.0,1.0,6,321
1483,different,different,1.0,469.4486650405452,92.0,1.0,6,321
1484,different,different,1.0,408.4621419897303,93.0,1.0,6,321
1485,different,different,1.0,443.71866999426857,94.0,1.0,6,321
1486,different,different,1.0,473.0293360189535,95.0,1.0,6,321
1487,different,different,1.0,450.1637099892832,96.0,1.0,6,321
1488,different,different,1.0,969.6994029218332,1.0,2.0,4,123
1489,different,different,1.0,610.2631709072739,2.0,2.0,4,123
1490,different,different,1.0,553.3802579157054,3.0,2.0,4,123
1491,different,different,1.0,681.5239229472354,4.0,2.0,4,123
1492,same,same,1.0,483.4767839638516,5.0,2.0,4,123
1493,different,different,1.0,474.0577170159668,6.0,2.0,4,123
1494,different,different,1.0,404.01051100343466,7.0,2.0,4,123
1495,same,same,1.0,610.5795609764755,8.0,2.0,4,123
1496,same,same,1.0,465.2388360118493,9.0,2.0,4,123
1497,different,different,1.0,496.43721699249,10.0,2.0,4,123
1498,different,different,1.0,574.9583550496027,11.0,2.0,4,123
1499,same,same,1.0,428.6906409543008,12.0,2.0,4,123
1500,same,same,1.0,403.3862829674035,13.0,2.0,4,123
1501,same,different,0.0,387.6593069871888,14.0,2.0,4,123
1502,same,same,1.0,419.8593660257757,15.0,2.0,4,123
1503,different,different,1.0,387.5284820096567,16.0,2.0,4,123
1504,different,different,1.0,378.2790730474517,17.0,2.0,4,123
1505,same,same,1.0,405.8640730800107,18.0,2.0,4,123
1506,same,same,1.0,316.7767309350893,19.0,2.0,4,123
1507,different,different,1.0,618.5094909742475,20.0,2.0,4,123
1508,same,same,1.0,389.2315770499408,21.0,2.0,4,123
1509,same,same,1.0,437.5069671077654,22.0,2.0,4,123
1510,same,different,0.0,1287.1714029461143,23.0,2.0,4,123
1511,different,different,1.0,629.3169100536034,24.0,2.0,4,123
1512,same,same,1.0,570.1456399401651,25.0,2.0,4,123
1513,same,different,0.0,409.9392859498039,26.0,2.0,4,123
1514,different,different,1.0,560.6343720573932,27.0,2.0,4,123
1515,same,same,1.0,490.145193063654,28.0,2.0,4,123
1516,different,different,1.0,616.0241019679233,29.0,2.0,4,123
1517,different,same,0.0,559.9397650221363,30.0,2.0,4,123
1518,different,different,1.0,729.4242319185287,31.0,2.0,4,123
1519,same,same,1.0,456.4684949582442,32.0,2.0,4,123
1520,same,same,1.0,514.4993340363726,33.0,2.0,4,123
1521,different,same,0.0,529.2195279616863,34.0,2.0,4,123
1522,same,same,1.0,635.2358439471573,35.0,2.0,4,123
1523,different,same,0.0,454.3751770397648,36.0,2.0,4,123
1524,different,same,0.0,497.7603520965204,37.0,2.0,4,123
1525,same,same,1.0,438.6951359920204,38.0,2.0,4,123
1526,different,different,1.0,722.0400040969253,39.0,2.0,4,123
1527,same,same,1.0,724.4066160637885,40.0,2.0,4,123
1528,different,different,1.0,599.014570005238,41.0,2.0,4,123
1529,different,different,1.0,767.4408969469368,42.0,2.0,4,123
1530,different,different,1.0,535.0079539930448,43.0,2.0,4,123
1531,different,different,1.0,855.608131038025,44.0,2.0,4,123
1532,same,same,1.0,511.17221103049815,45.0,2.0,4,123
1533,different,different,1.0,605.6460730032995,46.0,2.0,4,123
1534,different,different,1.0,559.4538550358266,47.0,2.0,4,123
1535,same,same,1.0,756.175215006806,48.0,2.0,4,123
1536,same,same,1.0,507.6988450018689,49.0,2.0,4,123
1537,same,same,1.0,366.0794099560008,50.0,2.0,4,123
1538,same,same,1.0,401.4587439596653,51.0,2.0,4,123
1539,different,different,1.0,512.8550759982318,52.0,2.0,4,123
1540,same,same,1.0,471.9961339142174,53.0,2.0,4,123
1541,different,different,1.0,529.9869539448991,54.0,2.0,4,123
1542,same,same,1.0,525.1443879678845,55.0,2.0,4,123
1543,different,different,1.0,442.9951490601525,56.0,2.0,4,123
1544,same,same,1.0,485.1583460113034,57.0,2.0,4,123
1545,same,same,1.0,422.1204599598423,58.0,2.0,4,123
1546,same,same,1.0,571.67400396429,59.0,2.0,4,123
1547,same,same,1.0,549.5564190205187,60.0,2.0,4,123
1548,different,same,0.0,358.6362999631092,61.0,2.0,4,123
1549,different,same,0.0,477.8451409656554,62.0,2.0,4,123
1550,same,same,1.0,499.8376580188051,63.0,2.0,4,123
1551,same,same,1.0,449.5183799881488,64.0,2.0,4,123
1552,same,same,1.0,445.9204319864512,65.0,2.0,4,123
1553,different,same,0.0,413.2039829855785,66.0,2.0,4,123
1554,same,same,1.0,436.8936569662765,67.0,2.0,4,123
1555,different,different,1.0,972.716226009652,68.0,2.0,4,123
1556,same,same,1.0,455.1846149843186,69.0,2.0,4,123
1557,different,different,1.0,576.4349680393934,70.0,2.0,4,123
1558,different,different,1.0,749.6925899758935,71.0,2.0,4,123
1559,different,different,1.0,450.9820009116083,72.0,2.0,4,123
1560,same,same,1.0,503.2504890114069,73.0,2.0,4,123
1561,same,same,1.0,398.7376539735124,74.0,2.0,4,123
1562,same,same,1.0,448.77694791648537,75.0,2.0,4,123
1563,different,different,1.0,475.410305080004,76.0,2.0,4,123
1564,same,same,1.0,362.8342640586197,77.0,2.0,4,123
1565,same,same,1.0,381.8557560443878,78.0,2.0,4,123
1566,different,different,1.0,418.5702480608597,79.0,2.0,4,123
1567,different,different,1.0,410.3125840192661,80.0,2.0,4,123
1568,different,same,0.0,439.5387771073729,81.0,2.0,4,123
1569,different,different,1.0,444.2757329670712,82.0,2.0,4,123
1570,different,different,1.0,703.8902619387954,83.0,2.0,4,123
1571,different,different,1.0,445.6393780419603,84.0,2.0,4,123
1572,different,different,1.0,416.9653319986537,85.0,2.0,4,123
1573,different,different,1.0,627.8507179813461,86.0,2.0,4,123
1574,different,different,1.0,343.7833699863404,87.0,2.0,4,123
1575,same,same,1.0,494.5424060570076,88.0,2.0,4,123
1576,different,different,1.0,491.1181990755722,89.0,2.0,4,123
1577,same,same,1.0,406.0789260547608,90.0,2.0,4,123
1578,same,same,1.0,448.4646839555353,91.0,2.0,4,123
1579,same,same,1.0,417.8071770584211,92.0,2.0,4,123
1580,same,same,1.0,386.388412094675,93.0,2.0,4,123
1581,different,different,1.0,625.7109780563042,94.0,2.0,4,123
1582,same,same,1.0,533.0646249931306,95.0,2.0,4,123
1583,same,same,1.0,424.1829660022631,96.0,2.0,4,123
1584,different,different,1.0,1273.9559470210224,1.0,0.0,3,321
1585,different,different,1.0,813.2011800189503,2.0,0.0,3,321
1586,same,same,1.0,967.3590380116366,3.0,0.0,3,321
1587,different,different,1.0,637.2565820347518,4.0,0.0,3,321
1588,same,same,1.0,985.5092730140314,5.0,0.0,3,321
1589,different,different,1.0,630.9752030065283,6.0,0.0,3,321
1590,same,same,1.0,1042.3164159874432,7.0,0.0,3,321
1591,same,same,1.0,663.7926329858601,8.0,0.0,3,321
1592,same,same,1.0,568.2391559821554,9.0,0.0,3,321
1593,different,different,1.0,654.741594044026,10.0,0.0,3,321
1594,same,same,1.0,784.4481799984351,11.0,0.0,3,321
1595,same,same,1.0,688.7366009759717,12.0,0.0,3,321
1596,different,different,1.0,560.4705280275084,13.0,0.0,3,321
1597,different,different,1.0,689.1734810196795,14.0,0.0,3,321
1598,different,different,1.0,592.6386099890806,15.0,0.0,3,321
1599,same,same,1.0,710.3733869735152,16.0,0.0,3,321
1600,different,different,1.0,661.2517469911836,1.0,1.0,3,321
1601,same,same,1.0,671.8579729786143,2.0,1.0,3,321
1602,same,same,1.0,611.9298620033078,3.0,1.0,3,321
1603,same,same,1.0,502.22485000267625,4.0,1.0,3,321
1604,same,same,1.0,528.7719420157373,5.0,1.0,3,321
1605,same,same,1.0,478.3211450558156,6.0,1.0,3,321
1606,different,different,1.0,536.0951199545525,7.0,1.0,3,321
1607,different,different,1.0,777.4040279909968,8.0,1.0,3,321
1608,same,same,1.0,629.0530849946663,9.0,1.0,3,321
1609,different,different,1.0,602.2592799854465,10.0,1.0,3,321
1610,different,different,1.0,576.0617110063322,11.0,1.0,3,321
1611,same,same,1.0,476.6458409721963,12.0,1.0,3,321
1612,same,same,1.0,624.6168749639764,13.0,1.0,3,321
1613,same,same,1.0,587.1254709782079,14.0,1.0,3,321
1614,different,same,0.0,482.7182400040329,15.0,1.0,3,321
1615,same,same,1.0,570.0798269826919,16.0,1.0,3,321
1616,same,same,1.0,570.5330829950981,17.0,1.0,3,321
1617,same,same,1.0,542.6336890086532,18.0,1.0,3,321
1618,different,different,1.0,478.126716974657,19.0,1.0,3,321
1619,same,same,1.0,607.7084519783966,20.0,1.0,3,321
1620,different,different,1.0,548.6189629882574,21.0,1.0,3,321
1621,different,different,1.0,669.3359219934791,22.0,1.0,3,321
1622,different,different,1.0,581.7076210514642,23.0,1.0,3,321
1623,different,different,1.0,437.6428909599781,24.0,1.0,3,321
1624,same,same,1.0,710.7866810401902,25.0,1.0,3,321
1625,different,different,1.0,576.3877739664167,26.0,1.0,3,321
1626,different,different,1.0,600.1138670253567,27.0,1.0,3,321
1627,different,different,1.0,579.0758220246062,28.0,1.0,3,321
1628,different,different,1.0,530.2998999832198,29.0,1.0,3,321
1629,same,same,1.0,624.2567640147172,30.0,1.0,3,321
1630,different,different,1.0,580.3593349992298,31.0,1.0,3,321
1631,different,different,1.0,1098.7329659983516,32.0,1.0,3,321
1632,different,different,1.0,546.4005090179853,33.0,1.0,3,321
1633,same,same,1.0,521.9305040081963,34.0,1.0,3,321
1634,different,different,1.0,490.2937010047026,35.0,1.0,3,321
1635,different,different,1.0,493.5600929893553,36.0,1.0,3,321
1636,same,same,1.0,541.3353400072083,37.0,1.0,3,321
1637,same,same,1.0,598.6924309981987,38.0,1.0,3,321
1638,different,different,1.0,497.5025409949012,39.0,1.0,3,321
1639,different,different,1.0,700.5627310136333,40.0,1.0,3,321
1640,same,same,1.0,531.4397439942695,41.0,1.0,3,321
1641,same,same,1.0,644.6288430015557,42.0,1.0,3,321
1642,different,different,1.0,501.57197000226006,43.0,1.0,3,321
1643,same,same,1.0,655.1267069880851,44.0,1.0,3,321
1644,same,same,1.0,611.6174039780162,45.0,1.0,3,321
1645,same,same,1.0,613.7408150243573,46.0,1.0,3,321
1646,different,different,1.0,586.2939979997464,47.0,1.0,3,321
1647,different,different,1.0,841.5907130111009,48.0,1.0,3,321
1648,same,same,1.0,554.6663790009916,49.0,1.0,3,321
1649,same,same,1.0,484.0267450199463,50.0,1.0,3,321
1650,different,different,1.0,499.5525589911267,51.0,1.0,3,321
1651,same,same,1.0,612.6383480150253,52.0,1.0,3,321
1652,same,same,1.0,562.7134679816663,53.0,1.0,3,321
1653,same,same,1.0,462.9207020043396,54.0,1.0,3,321
1654,different,different,1.0,473.0833190260455,55.0,1.0,3,321
1655,different,different,1.0,469.7029119706713,56.0,1.0,3,321
1656,different,same,0.0,534.0512350085191,57.0,1.0,3,321
1657,different,different,1.0,621.6707540443167,58.0,1.0,3,321
1658,different,different,1.0,531.3131290022284,59.0,1.0,3,321
1659,different,different,1.0,537.238116026856,60.0,1.0,3,321
1660,different,different,1.0,498.6897559720092,61.0,1.0,3,321
1661,same,same,1.0,521.294336009305,62.0,1.0,3,321
1662,same,same,1.0,635.8314420212992,63.0,1.0,3,321
1663,same,same,1.0,492.8392510046251,64.0,1.0,3,321
1664,different,different,1.0,559.050882991869,65.0,1.0,3,321
1665,different,same,0.0,766.0467940149829,66.0,1.0,3,321
1666,same,same,1.0,878.2479129731655,67.0,1.0,3,321
1667,same,same,1.0,693.6880660359748,68.0,1.0,3,321
1668,same,same,1.0,513.2919329917058,69.0,1.0,3,321
1669,same,same,1.0,503.41388600645587,70.0,1.0,3,321
1670,different,different,1.0,552.5749849621207,71.0,1.0,3,321
1671,different,different,1.0,449.2994720349088,72.0,1.0,3,321
1672,different,different,1.0,530.5537160020322,73.0,1.0,3,321
1673,same,same,1.0,698.2200040365569,74.0,1.0,3,321
1674,different,different,1.0,722.6541069685481,75.0,1.0,3,321
1675,same,same,1.0,747.1628250204958,76.0,1.0,3,321
1676,different,different,1.0,849.7148869792,77.0,1.0,3,321
1677,same,same,1.0,1100.6601840490475,78.0,1.0,3,321
1678,same,same,1.0,687.2684209956788,79.0,1.0,3,321
1679,same,same,1.0,463.4082610136829,80.0,1.0,3,321
1680,different,different,1.0,489.5061179995537,81.0,1.0,3,321
1681,different,different,1.0,597.0526160090229,82.0,1.0,3,321
1682,same,same,1.0,527.9313279897906,83.0,1.0,3,321
1683,different,different,1.0,528.0466430122033,84.0,1.0,3,321
1684,same,same,1.0,631.3901229877956,85.0,1.0,3,321
1685,different,different,1.0,475.3578230156563,86.0,1.0,3,321
1686,different,different,1.0,655.1424319623038,87.0,1.0,3,321
1687,same,same,1.0,608.5764960153028,88.0,1.0,3,321
1688,same,same,1.0,623.0770549736917,89.0,1.0,3,321
1689,same,same,1.0,497.6043200003914,90.0,1.0,3,321
1690,same,same,1.0,476.4227989944629,91.0,1.0,3,321
1691,same,same,1.0,508.05156101705506,92.0,1.0,3,321
1692,different,different,1.0,477.8297639568336,93.0,1.0,3,321
1693,same,same,1.0,607.6112579903565,94.0,1.0,3,321
1694,different,different,1.0,460.5889280210249,95.0,1.0,3,321
1695,different,different,1.0,480.8823060011491,96.0,1.0,3,321
1696,same,same,1.0,1360.801300033927,1.0,1.0,5,213
1697,same,same,1.0,949.161299970001,2.0,1.0,5,213
1698,different,different,1.0,989.602600224316,3.0,1.0,5,213
1699,same,same,1.0,638.9880999922752,4.0,1.0,5,213
1700,different,different,1.0,741.9506004080176,5.0,1.0,5,213
1701,different,different,1.0,813.912000041455,6.0,1.0,5,213
1702,same,same,1.0,712.7999002113938,7.0,1.0,5,213
1703,same,different,0.0,685.366699937731,8.0,1.0,5,213
1704,same,same,1.0,879.9522002227604,9.0,1.0,5,213
1705,same,same,1.0,684.3040003441274,10.0,1.0,5,213
1706,same,same,1.0,656.1254002153873,11.0,1.0,5,213
1707,different,different,1.0,1018.2868996635079,12.0,1.0,5,213
1708,same,same,1.0,685.4027998633683,13.0,1.0,5,213
1709,different,different,1.0,982.0210002362728,14.0,1.0,5,213
1710,different,different,1.0,861.9935000315309,15.0,1.0,5,213
1711,same,same,1.0,699.5916999876499,16.0,1.0,5,213
1712,different,different,1.0,763.3203999139369,17.0,1.0,5,213
1713,different,different,1.0,581.9321000017226,18.0,1.0,5,213
1714,different,different,1.0,759.4850002788007,19.0,1.0,5,213
1715,same,same,1.0,628.6055999808013,20.0,1.0,5,213
1716,different,different,1.0,688.837599940598,21.0,1.0,5,213
1717,different,different,1.0,669.9466998688877,22.0,1.0,5,213
1718,different,different,1.0,699.5056997984648,23.0,1.0,5,213
1719,different,different,1.0,567.2596995718777,24.0,1.0,5,213
1720,different,different,1.0,575.0626996159554,25.0,1.0,5,213
1721,different,different,1.0,544.211299624294,26.0,1.0,5,213
1722,different,different,1.0,481.1451002024114,27.0,1.0,5,213
1723,different,different,1.0,571.6844000853598,28.0,1.0,5,213
1724,different,different,1.0,584.7399001941085,29.0,1.0,5,213
1725,same,same,1.0,595.3545002266765,30.0,1.0,5,213
1726,different,different,1.0,611.5717999637127,31.0,1.0,5,213
1727,different,different,1.0,615.0432000868022,32.0,1.0,5,213
1728,different,different,1.0,529.4007998891175,33.0,1.0,5,213
1729,same,same,1.0,618.9558999612927,34.0,1.0,5,213
1730,different,different,1.0,664.1033003106713,35.0,1.0,5,213
1731,different,different,1.0,857.8975996933877,36.0,1.0,5,213
1732,different,different,1.0,578.5328000783921,37.0,1.0,5,213
1733,different,different,1.0,575.6092998199165,38.0,1.0,5,213
1734,same,same,1.0,720.1701998710632,39.0,1.0,5,213
1735,same,same,1.0,684.7602999769151,40.0,1.0,5,213
1736,different,different,1.0,572.6757002994418,41.0,1.0,5,213
1737,different,different,1.0,592.5571001134813,42.0,1.0,5,213
1738,same,same,1.0,609.3347002752125,43.0,1.0,5,213
1739,different,different,1.0,644.2382000386715,44.0,1.0,5,213
1740,same,same,1.0,597.4348997697234,45.0,1.0,5,213
1741,different,different,1.0,677.6251001283526,46.0,1.0,5,213
1742,same,same,1.0,667.5879000686109,47.0,1.0,5,213
1743,same,same,1.0,761.3127999939024,48.0,1.0,5,213
1744,same,same,1.0,860.8702998608351,49.0,1.0,5,213
1745,same,same,1.0,519.9776999652386,50.0,1.0,5,213
1746,same,same,1.0,725.21230019629,51.0,1.0,5,213
1747,same,same,1.0,547.18909971416,52.0,1.0,5,213
1748,same,same,1.0,522.8406996466219,53.0,1.0,5,213
1749,different,different,1.0,859.3222997151315,54.0,1.0,5,213
1750,different,different,1.0,739.0779000706971,55.0,1.0,5,213
1751,different,different,1.0,678.7916999310255,56.0,1.0,5,213
1752,same,same,1.0,601.8680999986827,57.0,1.0,5,213
1753,different,different,1.0,607.2463998571038,58.0,1.0,5,213
1754,same,same,1.0,555.9447002597153,59.0,1.0,5,213
1755,same,same,1.0,527.7764000929892,60.0,1.0,5,213
1756,same,same,1.0,604.8407997004688,61.0,1.0,5,213
1757,same,same,1.0,542.8363000974059,62.0,1.0,5,213
1758,same,same,1.0,489.3880998715758,63.0,1.0,5,213
1759,different,different,1.0,539.5861999131739,64.0,1.0,5,213
1760,same,same,1.0,601.1524000205101,65.0,1.0,5,213
1761,different,different,1.0,738.5263000614941,66.0,1.0,5,213
1762,different,different,1.0,508.7573002092539,67.0,1.0,5,213
1763,same,same,1.0,548.9235999993979,68.0,1.0,5,213
1764,same,same,1.0,735.6123002246022,69.0,1.0,5,213
1765,same,same,1.0,588.7601999565959,70.0,1.0,5,213
1766,same,same,1.0,524.9328003264964,71.0,1.0,5,213
1767,different,different,1.0,602.4883999489248,72.0,1.0,5,213
1768,different,different,1.0,791.2066001445055,73.0,1.0,5,213
1769,different,different,1.0,534.6808000467718,74.0,1.0,5,213
1770,different,different,1.0,595.3172999434173,75.0,1.0,5,213
1771,different,different,1.0,598.9919998683035,76.0,1.0,5,213
1772,same,same,1.0,736.1305002123117,77.0,1.0,5,213
1773,same,same,1.0,684.3799999915063,78.0,1.0,5,213
1774,same,same,1.0,547.7690999396145,79.0,1.0,5,213
1775,same,same,1.0,530.3421998396516,80.0,1.0,5,213
1776,different,different,1.0,592.2933002002537,81.0,1.0,5,213
1777,same,same,1.0,565.3769001364708,82.0,1.0,5,213
1778,same,same,1.0,788.0819998681545,83.0,1.0,5,213
1779,different,different,1.0,711.3071000203491,84.0,1.0,5,213
1780,same,same,1.0,589.8116999305785,85.0,1.0,5,213
1781,same,same,1.0,582.9075998626649,86.0,1.0,5,213
1782,same,same,1.0,764.7145004011691,87.0,1.0,5,213
1783,same,same,1.0,543.8732001930475,88.0,1.0,5,213
1784,different,different,1.0,640.4740996658802,89.0,1.0,5,213
1785,different,different,1.0,651.3350000604987,90.0,1.0,5,213
1786,different,different,1.0,633.6616002954543,91.0,1.0,5,213
1787,same,same,1.0,491.5982000529766,92.0,1.0,5,213
1788,same,same,1.0,698.0372997932136,93.0,1.0,5,213
1789,different,different,1.0,639.6858999505639,94.0,1.0,5,213
1790,same,same,1.0,632.5973002240062,95.0,1.0,5,213
1791,different,different,1.0,792.4845996312797,96.0,1.0,5,213
1792,same,same,1.0,559.725499944761,1.0,3.0,10,123
1793,same,different,0.0,605.4850999498741,2.0,3.0,10,123
1794,same,same,1.0,545.1152999885379,3.0,3.0,10,123
1795,same,same,1.0,506.222299998626,4.0,3.0,10,123
1796,different,different,1.0,799.44680002518,5.0,3.0,10,123
1797,different,same,0.0,884.8726999713109,6.0,3.0,10,123
1798,same,different,0.0,841.489799902774,7.0,3.0,10,123
1799,different,same,0.0,1194.81849996373,8.0,3.0,10,123
1800,different,different,1.0,1285.19990004133,9.0,3.0,10,123
1801,same,same,1.0,1248.1553000398,10.0,3.0,10,123
1802,different,different,1.0,853.6641000537201,11.0,3.0,10,123
1803,different,different,1.0,1032.26259991061,12.0,3.0,10,123
1804,same,same,1.0,939.2432000022378,13.0,3.0,10,123
1805,different,different,1.0,1108.9592999778702,14.0,3.0,10,123
1806,same,same,1.0,971.593499998562,15.0,3.0,10,123
1807,different,different,1.0,954.110400052741,16.0,3.0,10,123
1808,different,different,1.0,1049.58669992629,17.0,3.0,10,123
1809,same,different,0.0,922.450999962166,18.0,3.0,10,123
1810,same,same,1.0,1092.24899997935,19.0,3.0,10,123
1811,different,different,1.0,834.1196000110359,20.0,3.0,10,123
1812,same,different,0.0,940.9522999776531,21.0,3.0,10,123
1813,different,different,1.0,1717.37389999907,22.0,3.0,10,123
1814,same,same,1.0,923.283400014043,23.0,3.0,10,123
1815,different,different,1.0,1236.69560009148,24.0,3.0,10,123
1816,same,same,1.0,1094.98210006859,25.0,3.0,10,123
1817,different,different,1.0,1724.0700999973299,26.0,3.0,10,123
1818,different,different,1.0,1008.21400003042,27.0,3.0,10,123
1819,same,different,0.0,851.2398999882859,28.0,3.0,10,123
1820,different,different,1.0,1599.7793999267699,29.0,3.0,10,123
1821,different,different,1.0,789.395099971443,30.0,3.0,10,123
1822,same,same,1.0,769.596899976022,31.0,3.0,10,123
1823,same,same,1.0,703.796999994665,32.0,3.0,10,123
1824,different,different,1.0,958.1471999408678,33.0,3.0,10,123
1825,different,different,1.0,1089.91630002856,34.0,3.0,10,123
1826,different,different,1.0,1217.26970002055,35.0,3.0,10,123
1827,different,different,1.0,660.3365000337359,36.0,3.0,10,123
1828,same,same,1.0,425.945599912666,37.0,3.0,10,123
1829,same,same,1.0,499.372499994934,38.0,3.0,10,123
1830,same,same,1.0,509.07299993559707,39.0,3.0,10,123
1831,same,different,0.0,825.4356000106781,40.0,3.0,10,123
1832,different,different,1.0,1817.0822999673,41.0,3.0,10,123
1833,different,same,0.0,931.242100079544,42.0,3.0,10,123
1834,different,different,1.0,1106.3990999246,43.0,3.0,10,123
1835,same,same,1.0,958.5414999164641,44.0,3.0,10,123
1836,different,different,1.0,2027.1015999605902,45.0,3.0,10,123
1837,same,same,1.0,1325.56969998404,46.0,3.0,10,123
1838,same,different,0.0,819.1369000123809,47.0,3.0,10,123
1839,same,same,1.0,945.6626999890431,48.0,3.0,10,123
1840,different,different,1.0,1228.6349999485499,49.0,3.0,10,123
